## Tue Nov 12 22:27:18 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_w8pxn78v/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope 10239 --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NcLaVgp1	12168.PRO_0000431908	1.71e-289	850.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
NcLaVgp2	12168.TGB1_PVMR	2.14e-102	303.0	4QB58@10239|Viruses,4R110@439488|ssRNA viruses,4R0QV@35278|ssRNA positive-strand viruses  no DNA stage,4R1MM@675063|Tymovirales	10239|Viruses	A	host cell cytoplasm	-	GO:0005575,GO:0018995,GO:0020002,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044094,GO:0044156,GO:0044196,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279	-	-	-	-	-	-	-	-	-	-	-
NcLaVgp3	12168.TGB2_PVMR	4.52e-44	145.0	4QDMB@10239|Viruses,4R15U@439488|ssRNA viruses,4R0QP@35278|ssRNA positive-strand viruses  no DNA stage,4R1MN@675063|Tymovirales	10239|Viruses	S	host cell endoplasmic reticulum membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
FK878_gp1	652104.PRO_5000064779	8.85e-55	199.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
CG71_gp1	12219.PRO_0000040411	2.17e-216	679.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
NMVgp1	12180.RDRP_NMV	0.0	3295.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
NMVgp2	12180.TGB1_NMV	3.43e-172	479.0	4QB58@10239|Viruses,4R110@439488|ssRNA viruses,4R0QV@35278|ssRNA positive-strand viruses  no DNA stage,4R1MM@675063|Tymovirales	10239|Viruses	A	host cell cytoplasm	-	GO:0005575,GO:0018995,GO:0020002,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044094,GO:0044156,GO:0044196,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279	-	-	-	-	-	-	-	-	-	-	-
NMVgp3	12180.TGB2_NMV	1.23e-92	270.0	4QDMB@10239|Viruses,4R15U@439488|ssRNA viruses,4R0QP@35278|ssRNA positive-strand viruses  no DNA stage,4R1MN@675063|Tymovirales	10239|Viruses	S	host cell endoplasmic reticulum membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
NMVgp5	12180.CAPSD_NMV	1.51e-174	486.0	4QEY2@10239|Viruses,4R15R@439488|ssRNA viruses,4R0SG@35278|ssRNA positive-strand viruses  no DNA stage,4R1MK@675063|Tymovirales	10239|Viruses	S	Viral coat protein	-	-	-	-	-	-	-	-	-	-	-	-	-
NSV_gp1	31722.PRO_0000431911	1.14e-207	634.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
NSV_gp3	651356.TGB2_ASPVP	2.52e-26	101.0	4QDMB@10239|Viruses,4R15U@439488|ssRNA viruses,4R0QP@35278|ssRNA positive-strand viruses  no DNA stage,4R1MN@675063|Tymovirales	10239|Viruses	S	host cell endoplasmic reticulum membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
NSV_gp5	12185.CAPSD_PVXX3	3.33e-39	144.0	4QEY2@10239|Viruses,4R15R@439488|ssRNA viruses,4R0SG@35278|ssRNA positive-strand viruses  no DNA stage,4R1MK@675063|Tymovirales	10239|Viruses	S	Viral coat protein	-	-	-	-	-	-	-	-	-	-	-	-	-
NYSV_gp1	12219.PRO_0000040411	3.35e-210	662.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
AXI90_gp1	652669.PRO_0000402497	0.0	1890.0	4QBWT@10239|Viruses,4R11N@439488|ssRNA viruses,4R0S0@35278|ssRNA positive-strand viruses  no DNA stage,4R1MJ@675063|Tymovirales	10239|Viruses	A	T=3 icosahedral viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
AB867_gp1	12040.RDRP_BYDVP	7.08e-261	754.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
AB867_gp3	12040.CAPSD_BYDVP	2.22e-30	125.0	4QEFC@10239|Viruses,4R13B@439488|ssRNA viruses,4R0R9@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Luteovirus coat protein	-	-	-	-	-	-	-	-	-	-	-	-	-
NRNV_gp2	652669.PRO_0000402497	0.0	1308.0	4QBWT@10239|Viruses,4R11N@439488|ssRNA viruses,4R0S0@35278|ssRNA positive-strand viruses  no DNA stage,4R1MJ@675063|Tymovirales	10239|Viruses	A	T=3 icosahedral viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
AR656_gp1	31722.PRO_0000431911	3.91e-210	640.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
AR656_gp3	12187.TGB2_SMYEA	7.82e-23	92.4	4QDMB@10239|Viruses,4R15U@439488|ssRNA viruses,4R0QP@35278|ssRNA positive-strand viruses  no DNA stage,4R1MN@675063|Tymovirales	10239|Viruses	S	host cell endoplasmic reticulum membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
AR656_gp5	12185.CAPSD_PVXX3	3.33e-39	144.0	4QEY2@10239|Viruses,4R15R@439488|ssRNA viruses,4R0SG@35278|ssRNA positive-strand viruses  no DNA stage,4R1MK@675063|Tymovirales	10239|Viruses	S	Viral coat protein	-	-	-	-	-	-	-	-	-	-	-	-	-
NVX_gp1	12189.RDRP_WCMVM	0.0	1298.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
NVX_gp3	28354.TGB2_P1AMV	3.29e-18	80.9	4QDMB@10239|Viruses,4R15U@439488|ssRNA viruses,4R0QP@35278|ssRNA positive-strand viruses  no DNA stage,4R1MN@675063|Tymovirales	10239|Viruses	S	host cell endoplasmic reticulum membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
NVX_gp5	12185.CAPSD_PVXX3	1.28e-51	174.0	4QEY2@10239|Viruses,4R15R@439488|ssRNA viruses,4R0SG@35278|ssRNA positive-strand viruses  no DNA stage,4R1MK@675063|Tymovirales	10239|Viruses	S	Viral coat protein	-	-	-	-	-	-	-	-	-	-	-	-	-
FK897_gp1	12219.PRO_0000040416	2.22e-86	273.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
KM741_gp1	12219.PRO_0000040411	3.41e-208	656.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
NLVV_gp2	652111.RDRP_CARMS	3.19e-214	619.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
OBDVgp1	652669.PRO_0000402497	0.0	1836.0	4QBWT@10239|Viruses,4R11N@439488|ssRNA viruses,4R0S0@35278|ssRNA positive-strand viruses  no DNA stage,4R1MJ@675063|Tymovirales	10239|Viruses	A	T=3 icosahedral viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
OCSVgp1	652110.RDRP_OCSVU	0.0	1527.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
OCSVgp3	652110.CAPSD_OCSVU	0.0	888.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
OatDV_gp1	268789.MP_WDVS	1.89e-28	104.0	4QCHN@10239|Viruses,4QUMT@29258|ssDNA viruses	10239|Viruses	S	Geminivirus putative movement protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OatDV_gp2	268789.CAPSD_WDVS	1.75e-148	422.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
OatDV_gp4	268789.REP_WDVS	3.64e-196	550.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
OatDV_gp5	268789.REPA_WDVS	4.16e-134	386.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ONMVp1	117138.PRO_0000040237	7.04e-215	675.0	4QB3Y@10239|Viruses,4R11R@439488|ssRNA viruses,4R0RB@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	helical viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
ObPVgp1	12243.RDRP_TMV	0.0	2300.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ObPVgp3	12243.MVP_TMV	8.05e-92	279.0	4QBSG@10239|Viruses,4R11Q@439488|ssRNA viruses,4R0SC@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral movement protein (MP)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0018995,GO:0020002,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0043656,GO:0043657,GO:0044156,GO:0044163,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
ObPVgp4	12243.CAPSD_TMV	2.72e-60	191.0	4QEKH@10239|Viruses,4R12G@439488|ssRNA viruses,4R0QH@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Virus coat protein (TMV like)	-	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	-	-	-	-	-	-	-	-	-	-
CKM66_gp1	651356.PRO_0000431909	5.75e-132	431.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
ORSVgp1	29272.RDRP_TVCV	0.0	2228.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
ORSVgp4	12243.MVP_TMV	2.24e-106	317.0	4QBSG@10239|Viruses,4R11Q@439488|ssRNA viruses,4R0SC@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral movement protein (MP)	-	GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0005488,GO:0005575,GO:0018995,GO:0020002,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0043656,GO:0043657,GO:0044156,GO:0044163,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044219,GO:0044279,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
ORSVgp5	12243.CAPSD_TMV	1.2e-74	227.0	4QEKH@10239|Viruses,4R12G@439488|ssRNA viruses,4R0QH@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Virus coat protein (TMV like)	-	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	-	-	-	-	-	-	-	-	-	-
BMR77_gp6	66366.AC4_TYLCI	6.3e-31	112.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OkELCuV_gp1	66366.AV2_TYLCI	3.03e-56	177.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
OkELCuV_gp3	31600.REN_ICMV	6.97e-60	187.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
OkELCuV_gp4	31600.TRAP_ICMV	1.83e-57	182.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OkELCuV_gp6	31600.AC4_ICMV	1.34e-37	129.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OLCCV_gp1	66366.AV2_TYLCI	4.16e-67	206.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
OLCCV_gp6	49267.AC4_TPCTV	1.48e-30	110.0	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OkLCIV_gp2	31600.CAPSD_ICMV	2.37e-157	444.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
OkLCIV_gp5	223353.Q6LDC7_TLCVA	2.74e-229	635.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
OkLCuV_gp1	66366.AV2_TYLCI	1.92e-35	123.0	4QG14@10239|Viruses,4QUM3@29258|ssDNA viruses	10239|Viruses	S	modulation by virus of host morphology or physiology	-	-	-	-	-	-	-	-	-	-	-	-	-
OkLCuV_gp2	10818.CAPSD_CLVK	6.28e-41	141.0	4QASI@10239|Viruses,4QUM7@29258|ssDNA viruses	10239|Viruses	L	Geminivirus coat protein/nuclear export factor BR1 family	-	GO:0005575,GO:0018995,GO:0033643,GO:0033646,GO:0033647,GO:0033648,GO:0042025,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217	-	-	-	-	-	-	-	-	-	-	-
OYCrCA_gp1	291607.REP6_SCSVF	1.84e-93	285.0	4QB1C@10239|Viruses,4QUKV@29258|ssDNA viruses	10239|Viruses	S	ATPase activity, uncoupled	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
OYCV_sAgp3	66366.REN_TYLCI	2.55e-62	194.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
OYCV_sAgp4	123735.TRAP_TYCSV	2.86e-64	199.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OYCV_sAgp5	123735.REP_TYCSV	7.05e-219	608.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
OYCV_sAgp6	49267.AC4_TPCTV	1.51e-25	97.4	4QF0R@10239|Viruses,4QUME@29258|ssDNA viruses	10239|Viruses	S	Geminivirus C4 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
Oyvmvgp4	31600.TRAP_ICMV	1.35e-52	170.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
OLV1gp2	12055.RDRP_TNVA	1.18e-113	347.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
OLV1gp5	12055.CAPSD_TNVA	9.89e-60	197.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
OMMV_gp1	12055.RDRP_TNVA	0.0	1346.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
OMMV_gp6	12055.CAPSD_TNVA	2e-80	250.0	4QD5V@10239|Viruses,4R11K@439488|ssRNA viruses,4R0QX@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	L	Viral coat protein (S domain)	-	GO:0003674,GO:0003676,GO:0003723,GO:0005198,GO:0005488,GO:0005509,GO:0005575,GO:0008289,GO:0019012,GO:0019028,GO:0019030,GO:0039617,GO:0039660,GO:0043167,GO:0043169,GO:0044423,GO:0046872,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	-
OYMVgp2	652669.PRO_0000402497	0.0	1318.0	4QBWT@10239|Viruses,4R11N@439488|ssRNA viruses,4R0S0@35278|ssRNA positive-strand viruses  no DNA stage,4R1MJ@675063|Tymovirales	10239|Viruses	A	T=3 icosahedral viral capsid	-	-	-	-	-	-	-	-	-	-	-	-	-
AL351_gp1	11988.RDRP_TCV	1.21e-113	372.0	4QHMQ@10239|Viruses,4R133@439488|ssRNA viruses,4R0RY@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	Viral RNA dependent RNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	-
KM740_gp3	223310.REN_PYMVV	8.12e-32	116.0	4QDXN@10239|Viruses,4QUN0@29258|ssDNA viruses	10239|Viruses	S	Geminivirus AL3 protein	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
KM740_gp4	31600.TRAP_ICMV	1.83e-16	79.0	4QF08@10239|Viruses,4QUM4@29258|ssDNA viruses	10239|Viruses	L	Geminivirus AL2 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
KM740_gp5	49267.REP_TPCTV	2.3e-168	479.0	4QB6C@10239|Viruses,4QUKM@29258|ssDNA viruses	10239|Viruses	J	Geminivirus Rep catalytic domain	-	GO:0008150,GO:0016032,GO:0019058,GO:0019079,GO:0039682,GO:0039684,GO:0039687,GO:0039693,GO:0044403,GO:0044419,GO:0051701,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
EXK39_gp1	29272.RDRP_TVCV	0.0	1501.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	A	RNA processing	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019058,GO:0019079,GO:0030430,GO:0033643,GO:0033644,GO:0033646,GO:0033647,GO:0033648,GO:0033655,GO:0039690,GO:0039694,GO:0043656,GO:0043657,GO:0044161,GO:0044162,GO:0044215,GO:0044216,GO:0044217,GO:0044218,GO:0044279,GO:0044403,GO:0044419,GO:0051704	-	-	-	-	-	-	-	-	-	-	-
EXK39_gp4	29272.CAPSD_TVCV	1.04e-19	88.2	4QEKH@10239|Viruses,4R12G@439488|ssRNA viruses,4R0QH@35278|ssRNA positive-strand viruses  no DNA stage	10239|Viruses	S	Virus coat protein (TMV like)	-	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	-	-	-	-	-	-	-	-	-	-
OVXgp1	12181.RDRP_PMV	0.0	1441.0	4QB47@10239|Viruses,4R10F@439488|ssRNA viruses,4R0R8@35278|ssRNA positive-strand viruses  no DNA stage,4R1MI@675063|Tymovirales	10239|Viruses	A	helicase activity	-	GO:0003674,GO:0003824,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0016032,GO:0016787,GO:0019058,GO:0019079,GO:0019538,GO:0039690,GO:0039694,GO:0043170,GO:0044238,GO:0044403,GO:0044419,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564	-	-	-	-	-	-	-	-	-	-	-
